team,split_value,matches_played,possession_pct,touches_against,touches_for,touches_opp_box_against,touches_opp_box_for,passes_attempted_against,passes_attempted_for,passes_completed_against,passes_completed_for,open_play_passes_against,open_play_passes_for,passes_forward_against,passes_forward_for,passes_backward_against,passes_backward_for,passes_sideways_against,passes_sideways_for,passes_opp_half_against,passes_opp_half_for,passes_own_half_against,passes_own_half_for,crosses_attempted_against,crosses_attempted_for,crosses_completed_against,crosses_completed_for,long_passes_attempted_against,long_passes_attempted_for,long_passes_completed_against,long_passes_completed_for,through_balls_against,through_balls_for,corners_against,corners_for,chances_created_against,chances_created_for,assists_against,assists_for,shots_against,shots_for,shots_on_target_against,shots_on_target_for,shots_off_target_against,shots_off_target_for,shots_blocked_against,shots_blocked_for,shots_in_box_against,shots_in_box_for,shots_outside_box_against,shots_outside_box_for,shots_on_target_in_box_against,shots_on_target_in_box_for,shots_on_target_outside_box_against,shots_on_target_outside_box_for,goals_against,goals_for,goals_in_box_against,goals_in_box_for,goals_outside_box_against,goals_outside_box_for,goals_from_shots_against,goals_from_shots_for,own_goals_against,own_goals_for,own_goals_in_box_against,own_goals_in_box_for,own_goals_outside_box_against,own_goals_outside_box_for,take_ons_against,take_ons_for,take_ons_won_against,take_ons_won_for,aerials_against,aerials_for,aerials_won_against,aerials_won_for,ground_duels_against,ground_duels_for,ground_duels_won_against,ground_duels_won_for,duels_contested_against,duels_contested_for,duels_won_against,duels_won_for,tackles_against,tackles_for,interceptions_against,interceptions_for,clearances_against,clearances_for,ball_recoveries_against,ball_recoveries_for,blocked_passes_against,blocked_passes_for,fouls_committed_against,fouls_committed_for,fouls_won_against,fouls_won_for,possession_lost_against,possession_lost_for,pass_accuracy_pct_for,cross_accuracy_pct_for,long_pass_accuracy_pct_for,shooting_accuracy_pct_for,conversion_pct_for,take_on_success_pct_for,aerial_success_pct_for,ground_duel_success_pct_for,duel_success_pct_for,pass_accuracy_pct_against,cross_accuracy_pct_against,long_pass_accuracy_pct_against,shooting_accuracy_pct_against,conversion_pct_against,take_on_success_pct_against,aerial_success_pct_against,ground_duel_success_pct_against,duel_success_pct_against,rank_possession_pct,rank_touches_against,rank_touches_for,rank_touches_opp_box_against,rank_touches_opp_box_for,rank_passes_attempted_against,rank_passes_attempted_for,rank_passes_completed_against,rank_passes_completed_for,rank_open_play_passes_against,rank_open_play_passes_for,rank_passes_forward_against,rank_passes_forward_for,rank_passes_backward_against,rank_passes_backward_for,rank_passes_sideways_against,rank_passes_sideways_for,rank_passes_opp_half_against,rank_passes_opp_half_for,rank_passes_own_half_against,rank_passes_own_half_for,rank_crosses_attempted_against,rank_crosses_attempted_for,rank_crosses_completed_against,rank_crosses_completed_for,rank_long_passes_attempted_against,rank_long_passes_attempted_for,rank_long_passes_completed_against,rank_long_passes_completed_for,rank_through_balls_against,rank_through_balls_for,rank_corners_against,rank_corners_for,rank_chances_created_against,rank_chances_created_for,rank_assists_against,rank_assists_for,rank_shots_against,rank_shots_for,rank_shots_on_target_against,rank_shots_on_target_for,rank_shots_off_target_against,rank_shots_off_target_for,rank_shots_blocked_against,rank_shots_blocked_for,rank_shots_in_box_against,rank_shots_in_box_for,rank_shots_outside_box_against,rank_shots_outside_box_for,rank_shots_on_target_in_box_against,rank_shots_on_target_in_box_for,rank_shots_on_target_outside_box_against,rank_shots_on_target_outside_box_for,rank_goals_against,rank_goals_for,rank_goals_in_box_against,rank_goals_in_box_for,rank_goals_outside_box_against,rank_goals_outside_box_for,rank_goals_from_shots_against,rank_goals_from_shots_for,rank_own_goals_against,rank_own_goals_for,rank_own_goals_in_box_against,rank_own_goals_in_box_for,rank_own_goals_outside_box_against,rank_own_goals_outside_box_for,rank_take_ons_against,rank_take_ons_for,rank_take_ons_won_against,rank_take_ons_won_for,rank_aerials_against,rank_aerials_for,rank_aerials_won_against,rank_aerials_won_for,rank_ground_duels_against,rank_ground_duels_for,rank_ground_duels_won_against,rank_ground_duels_won_for,rank_duels_contested_against,rank_duels_contested_for,rank_duels_won_against,rank_duels_won_for,rank_tackles_against,rank_tackles_for,rank_interceptions_against,rank_interceptions_for,rank_clearances_against,rank_clearances_for,rank_ball_recoveries_against,rank_ball_recoveries_for,rank_blocked_passes_against,rank_blocked_passes_for,rank_fouls_committed_against,rank_fouls_committed_for,rank_fouls_won_against,rank_fouls_won_for,rank_possession_lost_against,rank_possession_lost_for,rank_pass_accuracy_pct_for,rank_cross_accuracy_pct_for,rank_long_pass_accuracy_pct_for,rank_shooting_accuracy_pct_for,rank_conversion_pct_for,rank_take_on_success_pct_for,rank_aerial_success_pct_for,rank_ground_duel_success_pct_for,rank_duel_success_pct_for,rank_pass_accuracy_pct_against,rank_cross_accuracy_pct_against,rank_long_pass_accuracy_pct_against,rank_shooting_accuracy_pct_against,rank_conversion_pct_against,rank_take_on_success_pct_against,rank_aerial_success_pct_against,rank_ground_duel_success_pct_against,rank_duel_success_pct_against
Hull,16-30,5,36.81,594,346,21,15,496,243,415,167,457,210,208,122,119,52,169,69,232,73,183,94,17,10,3,2,43,53,20,18,2,0,5,5,6,4,4,2,10,7,2,3,6,3,2,1,6,5,4,2,2,3,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,17,3,9,1,27,27,12,15,25,24,11,7,52,51,23,22,4,9,4,7,21,22,20,17,6,9,10,7,7,10,100,94,68.72,20.0,33.96,42.86,28.57,33.33,55.56,29.17,43.14,83.67,17.65,46.51,20.0,0.0,52.94,44.44,44.0,44.23,20.0,1.0,20.0,7.0,14.0,1.0,20.0,2.0,20.0,1.0,20.0,1.0,19.0,3.0,20.0,2.0,20.0,1.0,20.0,8.0,20.0,1.0,6.0,6.0,9.0,11.0,5.0,16.0,15.0,7.0,18.0,5.0,3.0,14.0,17.0,12.0,17.0,11.0,16.0,13.0,10.0,6.0,12.0,11.0,17.0,10.0,10.0,7.0,14.0,7.0,4.0,14.0,14.0,10.0,4.0,9.0,4.0,3.0,3.0,10.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,20.0,2.0,20.0,5.0,5.0,6.0,3.0,17.0,18.0,11.0,16.0,14.0,15.0,8.0,10.0,20.0,14.0,18.0,9.0,7.0,6.0,20.0,19.0,6.0,3.0,7.0,16.0,16.0,7.0,3.0,4.0,20.0,13.0,20.0,5.0,2.0,16.0,4.0,14.0,7.0,7.0,10.0,13.0,15.0,10.0,10.0,17.0,2.0,8.0
Ipswich,16-30,5,45.15,577,475,14,20,473,342,418,296,446,304,202,147,126,76,145,119,215,128,203,168,10,8,2,6,48,36,27,24,4,3,5,5,9,13,5,12,13,15,4,7,4,5,5,3,4,13,9,2,1,6,3,1,0,3,0,3,0,0,0,3,0,0,0,0,0,0,15,16,8,11,14,14,4,10,41,42,12,19,55,56,16,29,6,14,8,8,10,20,32,23,3,6,11,8,8,11,87,68,86.55,75.0,66.67,46.67,20.0,68.75,71.43,45.24,51.79,88.37,20.0,56.25,30.77,0.0,53.33,28.57,29.27,29.09,16.0,3.0,12.0,15.0,6.0,2.0,13.0,1.0,11.0,2.0,13.0,2.0,14.0,1.0,14.0,7.0,13.0,2.0,13.0,2.0,10.0,8.0,9.0,10.0,1.0,8.0,16.0,5.0,5.0,1.0,4.0,5.0,3.0,7.0,2.0,8.0,2.0,6.0,3.0,4.0,1.0,8.0,7.0,6.0,7.0,13.0,2.0,1.0,14.0,15.0,1.0,1.0,6.0,10.0,2.0,9.0,1.0,3.0,3.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,4.0,6.0,1.0,19.0,19.0,20.0,10.0,5.0,3.0,10.0,1.0,11.0,11.0,18.0,3.0,18.0,3.0,3.0,8.0,19.0,9.0,2.0,16.0,19.0,9.0,4.0,13.0,13.0,4.0,14.0,20.0,6.0,1.0,3.0,4.0,4.0,3.0,1.0,2.0,1.0,2.0,9.0,5.0,10.0,10.0,9.0,20.0,15.0,19.0
Leeds,16-30,5,45.77,519,438,13,17,400,320,321,240,355,283,163,151,96,71,141,98,126,91,195,149,6,7,1,2,55,48,22,22,2,2,3,5,4,6,4,5,8,12,4,1,2,5,2,6,4,10,4,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,3,5,32,32,13,19,30,28,8,11,62,60,21,30,9,10,4,9,29,21,27,29,7,10,11,9,9,11,105,102,75.0,28.57,45.83,8.33,0.0,41.67,59.38,39.29,50.0,80.25,16.67,40.0,50.0,0.0,27.27,40.62,26.67,33.87,14.0,8.0,14.0,17.0,9.0,8.0,14.0,9.0,16.0,9.0,14.0,10.0,13.0,8.0,17.0,8.0,15.0,16.0,17.0,5.0,12.0,15.0,14.0,12.0,9.0,2.0,7.0,9.0,11.0,7.0,9.0,12.0,3.0,17.0,14.0,12.0,8.0,15.0,6.0,4.0,16.0,15.0,7.0,11.0,3.0,13.0,3.0,7.0,14.0,4.0,12.0,7.0,14.0,10.0,9.0,9.0,9.0,3.0,3.0,10.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,12.0,16.0,12.0,2.0,2.0,3.0,1.0,15.0,16.0,18.0,11.0,6.0,6.0,13.0,1.0,11.0,12.0,18.0,4.0,3.0,8.0,7.0,5.0,4.0,1.0,4.0,6.0,6.0,4.0,1.0,1.0,18.0,7.0,12.0,17.0,9.0,11.0,3.0,5.0,2.0,16.0,11.0,19.0,3.0,10.0,17.0,18.0,18.0,17.0
Liverpool,16-30,5,55.69,456,573,18,17,305,445,239,378,260,421,149,197,71,110,85,138,98,247,141,131,8,11,4,1,50,42,22,22,3,1,6,4,10,13,7,7,13,15,3,5,3,5,7,5,10,3,3,12,2,2,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,16,19,6,8,18,18,10,8,45,47,13,15,63,65,23,23,13,16,3,10,30,16,27,25,5,4,3,12,12,3,101,94,84.94,9.09,52.38,33.33,0.0,42.11,44.44,31.91,35.38,78.36,50.0,44.0,23.08,7.69,37.5,55.56,28.89,36.51,5.0,14.0,5.0,9.0,9.0,19.0,5.0,19.0,7.0,19.0,5.0,13.0,3.0,18.0,6.0,20.0,10.0,19.0,2.0,15.0,14.0,12.0,5.0,2.0,14.0,6.0,13.0,9.0,11.0,4.0,11.0,1.0,7.0,4.0,2.0,5.0,5.0,6.0,3.0,10.0,4.0,14.0,7.0,3.0,4.0,4.0,17.0,11.0,1.0,7.0,9.0,7.0,1.0,7.0,9.0,7.0,9.0,3.0,3.0,7.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,9.0,5.0,12.0,12.0,11.0,14.0,2.0,2.0,7.0,4.0,5.0,2.0,8.0,8.0,4.0,1.0,20.0,2.0,2.0,12.0,7.0,15.0,11.0,14.0,20.0,4.0,4.0,20.0,2.0,4.0,8.0,14.0,7.0,7.0,9.0,10.0,15.0,10.0,15.0,17.0,3.0,16.0,12.0,9.0,16.0,6.0,16.0,14.0
Man City,16-30,5,52.21,486,531,18,29,373,425,307,361,341,395,169,164,95,90,109,171,111,180,196,181,9,14,1,4,42,42,21,23,0,1,3,7,4,9,2,8,4,12,2,3,0,6,2,3,4,9,0,3,2,3,0,0,1,3,1,3,0,0,1,3,0,0,0,0,0,0,12,14,6,8,25,25,13,12,40,40,14,11,65,65,27,23,13,10,8,6,22,12,24,33,6,4,9,8,8,9,92,90,84.94,28.57,54.76,25.0,25.0,57.14,48.0,27.5,35.38,82.31,11.11,50.0,50.0,25.0,50.0,52.0,35.0,41.54,9.0,11.0,8.0,9.0,4.0,11.0,9.0,12.0,8.0,11.0,8.0,8.0,9.0,9.0,9.0,16.0,2.0,18.0,7.0,3.0,8.0,10.0,3.0,12.0,3.0,14.0,13.0,12.0,8.0,19.0,11.0,12.0,2.0,17.0,5.0,17.0,3.0,20.0,6.0,13.0,10.0,20.0,3.0,11.0,7.0,13.0,5.0,20.0,9.0,7.0,4.0,14.0,14.0,7.0,2.0,7.0,1.0,3.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,7.0,9.0,5.0,6.0,6.0,3.0,7.0,7.0,6.0,4.0,11.0,2.0,2.0,4.0,8.0,4.0,12.0,3.0,10.0,6.0,18.0,14.0,3.0,6.0,14.0,9.0,13.0,13.0,9.0,8.0,10.0,8.0,7.0,6.0,13.0,3.0,4.0,12.0,18.0,15.0,14.0,15.0,9.0,3.0,2.0,11.0,9.0,11.0,11.0
Man Utd,16-30,5,60.25,421,638,20,32,318,542,264,480,291,507,134,224,68,147,116,171,98,268,166,212,12,17,3,4,43,47,21,33,3,1,3,3,10,13,9,5,14,20,7,1,6,8,1,11,12,9,2,11,6,0,1,1,2,0,2,0,0,0,2,0,0,0,0,0,0,0,5,14,3,5,18,18,9,9,23,25,10,7,41,43,19,16,12,2,6,5,24,10,27,27,11,6,8,5,5,8,61,83,88.56,23.53,70.21,5.0,0.0,35.71,50.0,28.0,37.21,83.02,25.0,48.84,50.0,14.29,60.0,50.0,43.48,46.34,2.0,17.0,1.0,8.0,3.0,16.0,1.0,16.0,1.0,16.0,1.0,17.0,1.0,19.0,1.0,15.0,2.0,19.0,1.0,12.0,4.0,3.0,1.0,6.0,3.0,11.0,10.0,12.0,3.0,4.0,11.0,12.0,11.0,4.0,2.0,4.0,8.0,5.0,1.0,1.0,16.0,6.0,1.0,16.0,1.0,2.0,5.0,17.0,2.0,1.0,18.0,7.0,6.0,3.0,9.0,2.0,9.0,3.0,3.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,7.0,16.0,12.0,12.0,12.0,14.0,13.0,19.0,17.0,14.0,16.0,19.0,19.0,16.0,18.0,7.0,20.0,9.0,14.0,4.0,20.0,7.0,11.0,1.0,9.0,15.0,19.0,19.0,15.0,20.0,15.0,1.0,12.0,1.0,18.0,9.0,15.0,9.0,17.0,12.0,9.0,7.0,10.0,3.0,7.0,2.0,10.0,3.0,4.0
Newcastle,16-30,5,56.13,415,531,29,8,312,426,240,358,279,391,151,169,66,110,95,147,135,126,105,232,12,8,3,0,42,56,16,24,2,3,6,8,7,2,4,0,16,4,4,0,4,2,8,2,8,1,8,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,4,6,24,24,9,15,31,32,10,9,55,56,19,24,12,7,6,2,20,24,25,27,4,7,9,9,9,9,88,92,84.04,0.0,42.86,0.0,0.0,37.5,62.5,28.12,42.86,76.92,25.0,38.1,25.0,0.0,50.0,37.5,32.26,34.55,4.0,18.0,8.0,1.0,20.0,18.0,8.0,18.0,9.0,18.0,9.0,12.0,8.0,20.0,6.0,18.0,7.0,11.0,14.0,20.0,3.0,3.0,9.0,6.0,15.0,14.0,4.0,18.0,5.0,7.0,4.0,1.0,1.0,11.0,19.0,12.0,20.0,2.0,19.0,4.0,19.0,8.0,16.0,1.0,12.0,7.0,20.0,3.0,9.0,4.0,18.0,7.0,14.0,10.0,9.0,9.0,9.0,3.0,3.0,10.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,4.0,13.0,10.0,7.0,7.0,14.0,3.0,14.0,13.0,14.0,15.0,11.0,11.0,16.0,6.0,7.0,17.0,9.0,19.0,8.0,4.0,11.0,11.0,17.0,6.0,9.0,6.0,6.0,9.0,12.0,7.0,10.0,15.0,14.0,19.0,9.0,14.0,2.0,16.0,9.0,20.0,7.0,20.0,11.0,10.0,11.0,19.0,12.0,16.0
Nottingham Forest,16-30,5,43.79,489,381,10,13,381,266,316,206,346,236,162,112,100,60,119,94,145,78,171,128,9,6,1,0,39,48,16,24,1,4,3,1,5,7,4,4,7,13,0,4,4,6,3,3,4,6,3,7,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,21,10,9,7,28,28,13,15,41,36,11,15,69,64,24,30,7,13,8,4,18,29,23,28,5,5,5,9,9,5,90,76,77.44,0.0,50.0,30.77,7.69,70.0,53.57,41.67,46.88,82.94,11.11,41.03,0.0,0.0,42.86,46.43,26.83,34.78,18.0,10.0,19.0,19.0,17.0,10.0,19.0,11.0,19.0,10.0,19.0,11.0,20.0,7.0,18.0,13.0,16.0,8.0,19.0,11.0,15.0,10.0,17.0,12.0,15.0,17.0,7.0,18.0,5.0,14.0,3.0,12.0,19.0,15.0,9.0,12.0,13.0,16.0,5.0,20.0,5.0,8.0,3.0,9.0,7.0,13.0,9.0,11.0,3.0,18.0,4.0,14.0,6.0,10.0,6.0,9.0,5.0,3.0,3.0,10.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,2.0,7.0,4.0,4.0,3.0,3.0,5.0,9.0,11.0,4.0,1.0,4.0,6.0,1.0,15.0,5.0,3.0,15.0,10.0,1.0,15.0,8.0,11.0,11.0,19.0,6.0,6.0,19.0,10.0,19.0,17.0,15.0,8.0,9.0,7.0,2.0,5.0,4.0,3.0,10.0,15.0,18.0,20.0,10.0,15.0,16.0,17.0,15.0
Sunderland,16-30,5,53.18,478,543,17,15,365,445,318,385,335,411,145,184,82,121,138,140,135,195,183,190,10,8,3,2,34,57,24,38,1,3,1,3,8,5,7,4,9,7,2,2,7,2,0,3,7,5,2,2,2,1,0,1,2,0,2,0,0,0,2,0,0,0,0,0,0,0,16,16,9,9,18,18,11,7,42,42,17,15,60,60,28,22,12,9,8,9,18,12,23,28,5,2,12,9,9,12,73,86,86.52,25.0,66.67,28.57,0.0,56.25,38.89,35.71,36.67,87.12,30.0,70.59,22.22,22.22,56.25,61.11,40.48,46.67,7.0,12.0,6.0,11.0,14.0,12.0,5.0,10.0,6.0,12.0,6.0,15.0,6.0,11.0,4.0,10.0,9.0,11.0,5.0,8.0,7.0,8.0,9.0,6.0,9.0,19.0,3.0,7.0,2.0,14.0,4.0,19.0,11.0,8.0,16.0,5.0,13.0,14.0,16.0,13.0,14.0,2.0,16.0,18.0,7.0,9.0,10.0,17.0,14.0,7.0,12.0,14.0,6.0,3.0,9.0,2.0,9.0,3.0,3.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,3.0,12.0,12.0,8.0,15.0,3.0,3.0,2.0,4.0,7.0,6.0,3.0,10.0,7.0,14.0,3.0,4.0,10.0,18.0,15.0,8.0,11.0,20.0,2.0,6.0,6.0,2.0,18.0,13.0,7.0,10.0,3.0,12.0,9.0,5.0,19.0,8.0,14.0,3.0,6.0,1.0,13.0,3.0,5.0,2.0,7.0,3.0
Tottenham,16-30,5,55.34,473,586,16,17,361,467,298,413,325,434,143,188,79,112,139,167,134,219,164,194,12,4,0,0,41,39,21,16,1,5,4,4,8,4,5,3,10,8,1,2,7,5,2,1,4,5,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,8,9,17,17,10,7,47,49,19,15,64,66,29,22,17,12,5,3,10,29,31,29,3,5,8,9,9,8,89,85,88.44,0.0,41.03,25.0,0.0,50.0,41.18,30.61,33.33,82.55,0.0,51.22,10.0,0.0,57.14,58.82,40.43,45.31,6.0,13.0,4.0,13.0,9.0,13.0,4.0,13.0,4.0,13.0,4.0,16.0,5.0,14.0,5.0,9.0,5.0,13.0,3.0,13.0,6.0,3.0,19.0,17.0,15.0,16.0,15.0,12.0,16.0,14.0,1.0,8.0,7.0,8.0,17.0,8.0,15.0,11.0,14.0,18.0,14.0,2.0,7.0,11.0,17.0,13.0,10.0,5.0,9.0,15.0,12.0,14.0,6.0,10.0,9.0,9.0,9.0,3.0,3.0,10.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,6.0,3.0,15.0,15.0,11.0,15.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,10.0,2.0,6.0,15.0,17.0,19.0,1.0,4.0,5.0,19.0,11.0,15.0,6.0,6.0,15.0,11.0,14.0,2.0,15.0,16.0,13.0,9.0,7.0,16.0,12.0,17.0,13.0,17.0,8.0,19.0,10.0,4.0,5.0,8.0,6.0
Arsenal,31-45,5,61.73,380,613,14,21,266,508,198,434,235,463,115,200,63,125,88,183,97,219,101,215,12,16,2,4,51,42,17,19,0,1,3,4,9,7,2,6,10,8,1,2,6,2,3,4,2,5,8,3,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,7,14,2,7,16,16,7,9,28,27,10,10,44,43,17,19,13,5,5,6,25,15,29,21,10,5,15,8,8,15,84,97,85.43,25.0,45.24,25.0,0.0,50.0,56.25,37.04,44.19,74.44,16.67,33.33,10.0,10.0,28.57,43.75,35.71,38.64,2.0,20.0,5.0,18.0,10.0,20.0,3.0,20.0,3.0,20.0,4.0,20.0,6.0,18.0,4.0,20.0,4.0,18.0,3.0,20.0,5.0,10.0,5.0,11.0,3.0,14.0,19.0,19.0,15.0,14.0,7.0,12.0,9.0,10.0,12.0,19.0,6.0,14.0,18.0,20.0,16.0,5.0,19.0,9.0,8.0,20.0,17.0,1.0,13.0,20.0,11.0,6.0,10.0,8.0,17.0,16.0,16.0,1.0,5.0,8.0,17.0,3.0,2.0,3.0,2.0,1.0,1.0,19.0,12.0,18.0,6.0,20.0,20.0,20.0,15.0,20.0,19.0,17.0,17.0,20.0,20.0,18.0,17.0,11.0,19.0,14.0,14.0,11.0,19.0,17.0,20.0,2.0,12.0,1.0,14.0,14.0,1.0,20.0,18.0,3.0,8.0,8.0,15.0,17.0,4.0,4.0,7.0,7.0,19.0,16.0,19.0,19.0,11.0,15.0,17.0,11.0,12.0
Aston Villa,31-45,5,47.17,578,516,23,9,448,366,358,291,402,333,191,155,102,93,155,118,175,128,183,163,18,10,2,1,49,51,21,24,1,1,7,2,9,4,4,3,15,7,5,2,5,4,5,1,8,4,7,3,2,1,3,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,17,22,10,7,21,21,12,9,49,51,24,14,70,72,36,23,21,10,7,8,16,28,34,31,4,11,11,9,9,11,112,112,79.51,10.0,47.06,28.57,14.29,31.82,42.86,27.45,31.94,79.91,11.11,42.86,33.33,6.67,58.82,57.14,48.98,51.43,12.0,12.0,16.0,8.0,20.0,10.0,17.0,10.0,16.0,10.0,17.0,12.0,19.0,10.0,11.0,9.0,15.0,10.0,13.0,12.0,16.0,2.0,11.0,11.0,16.0,16.0,14.0,16.0,10.0,7.0,7.0,2.0,16.0,10.0,19.0,16.0,18.0,4.0,20.0,3.0,16.0,8.0,8.0,3.0,16.0,9.0,19.0,4.0,13.0,10.0,19.0,1.0,7.0,8.0,8.0,16.0,6.0,1.0,5.0,8.0,8.0,3.0,2.0,3.0,2.0,1.0,1.0,9.0,3.0,3.0,6.0,15.0,15.0,10.0,15.0,8.0,7.0,1.0,10.0,11.0,10.0,3.0,14.0,2.0,17.0,10.0,8.0,18.0,6.0,10.0,14.0,15.0,1.0,6.0,11.0,11.0,6.0,12.0,13.0,11.0,18.0,7.0,12.0,7.0,16.0,16.0,16.0,18.0,11.0,19.0,9.0,8.0,16.0,2.0,5.0,2.0,2.0
Bournemouth,31-45,5,44.11,693,547,32,20,517,381,415,288,472,345,220,198,112,84,185,99,218,117,197,171,17,9,5,0,70,68,30,27,5,0,4,3,8,9,5,4,14,12,5,4,5,5,4,3,9,8,5,4,4,4,1,0,2,3,2,3,0,0,2,2,1,0,1,0,0,0,23,14,11,4,29,29,13,16,61,58,24,11,90,87,37,27,25,17,6,12,26,34,46,46,9,1,11,12,12,11,141,137,75.59,0.0,39.71,33.33,16.67,28.57,55.17,18.97,31.03,80.27,29.41,42.86,35.71,14.29,47.83,44.83,39.34,41.11,17.0,1.0,12.0,3.0,12.0,4.0,14.0,6.0,17.0,6.0,14.0,4.0,8.0,9.0,13.0,4.0,18.0,3.0,15.0,8.0,14.0,4.0,14.0,1.0,19.0,2.0,3.0,2.0,6.0,1.0,15.0,9.0,12.0,12.0,7.0,13.0,15.0,7.0,8.0,3.0,7.0,8.0,5.0,6.0,10.0,6.0,7.0,8.0,10.0,4.0,3.0,6.0,10.0,3.0,1.0,3.0,1.0,5.0,5.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,12.0,2.0,16.0,5.0,5.0,8.0,5.0,1.0,1.0,1.0,14.0,1.0,1.0,2.0,10.0,1.0,4.0,13.0,1.0,7.0,2.0,3.0,3.0,5.0,20.0,6.0,5.0,5.0,6.0,3.0,1.0,17.0,19.0,13.0,7.0,3.0,17.0,5.0,20.0,19.0,9.0,5.0,9.0,6.0,4.0,6.0,15.0,7.0,9.0
Brentford,31-45,5,53.43,584,670,22,34,427,505,319,408,386,468,193,218,90,106,144,181,149,172,170,236,9,13,2,8,71,61,27,32,1,2,3,2,3,13,3,9,6,19,2,6,2,10,2,3,5,12,1,7,2,4,0,2,1,3,1,3,0,0,1,3,0,0,0,0,0,0,23,19,10,8,31,31,16,15,55,55,19,17,86,86,35,32,18,17,10,6,26,29,39,48,6,11,10,13,13,10,143,136,80.79,61.54,52.46,31.58,15.79,42.11,48.39,30.91,37.21,74.71,22.22,38.03,33.33,16.67,43.48,51.61,34.55,40.7,7.0,10.0,3.0,10.0,2.0,12.0,4.0,13.0,6.0,12.0,3.0,11.0,3.0,13.0,8.0,12.0,5.0,13.0,8.0,16.0,2.0,14.0,8.0,11.0,1.0,1.0,7.0,7.0,3.0,7.0,5.0,12.0,16.0,19.0,2.0,17.0,2.0,19.0,1.0,14.0,1.0,18.0,1.0,15.0,10.0,16.0,1.0,19.0,3.0,10.0,3.0,11.0,2.0,8.0,1.0,6.0,1.0,5.0,5.0,8.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,5.0,3.0,4.0,3.0,3.0,4.0,7.0,3.0,3.0,4.0,5.0,2.0,2.0,4.0,7.0,4.0,4.0,5.0,14.0,7.0,5.0,8.0,1.0,10.0,1.0,10.0,3.0,3.0,10.0,2.0,2.0,8.0,1.0,3.0,9.0,4.0,10.0,13.0,14.0,12.0,17.0,11.0,15.0,8.0,2.0,10.0,8.0,12.0,10.0
Brighton,31-45,5,58.29,435,608,17,32,291,472,214,386,248,433,136,185,63,108,92,179,96,205,118,181,4,18,1,2,49,49,16,19,0,0,5,6,7,13,6,8,13,19,4,5,3,8,6,6,11,11,2,8,4,4,0,1,1,3,1,2,0,1,1,3,0,0,0,0,0,0,13,7,6,3,29,29,12,17,35,34,14,13,64,63,26,30,9,15,8,6,33,21,17,31,8,9,9,11,11,9,108,107,81.78,11.11,38.78,26.32,15.79,42.86,58.62,38.24,47.62,73.54,25.0,32.65,30.77,7.69,46.15,41.38,40.0,40.62,4.0,19.0,6.0,14.0,3.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,11.0,18.0,7.0,19.0,6.0,19.0,5.0,18.0,10.0,20.0,2.0,17.0,11.0,16.0,16.0,20.0,15.0,14.0,15.0,6.0,4.0,14.0,2.0,9.0,5.0,9.0,1.0,8.0,2.0,16.0,3.0,2.0,3.0,3.0,3.0,16.0,1.0,4.0,3.0,11.0,7.0,8.0,1.0,6.0,4.0,5.0,1.0,8.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,15.0,19.0,12.0,17.0,5.0,5.0,10.0,2.0,13.0,15.0,11.0,11.0,13.0,13.0,12.0,9.0,16.0,9.0,8.0,14.0,2.0,13.0,20.0,14.0,7.0,5.0,13.0,7.0,7.0,13.0,14.0,17.0,7.0,16.0,14.0,14.0,4.0,9.0,2.0,6.0,3.0,20.0,10.0,20.0,12.0,15.0,8.0,19.0,5.0,11.0
