team,split_value,matches_played,possession_pct,touches_against,touches_for,touches_opp_box_against,touches_opp_box_for,passes_attempted_against,passes_attempted_for,passes_completed_against,passes_completed_for,open_play_passes_against,open_play_passes_for,passes_forward_against,passes_forward_for,passes_backward_against,passes_backward_for,passes_sideways_against,passes_sideways_for,passes_opp_half_against,passes_opp_half_for,passes_own_half_against,passes_own_half_for,crosses_attempted_against,crosses_attempted_for,crosses_completed_against,crosses_completed_for,long_passes_attempted_against,long_passes_attempted_for,long_passes_completed_against,long_passes_completed_for,through_balls_against,through_balls_for,corners_against,corners_for,chances_created_against,chances_created_for,assists_against,assists_for,shots_against,shots_for,shots_on_target_against,shots_on_target_for,shots_off_target_against,shots_off_target_for,shots_blocked_against,shots_blocked_for,shots_in_box_against,shots_in_box_for,shots_outside_box_against,shots_outside_box_for,shots_on_target_in_box_against,shots_on_target_in_box_for,shots_on_target_outside_box_against,shots_on_target_outside_box_for,goals_against,goals_for,goals_in_box_against,goals_in_box_for,goals_outside_box_against,goals_outside_box_for,goals_from_shots_against,goals_from_shots_for,own_goals_against,own_goals_for,own_goals_in_box_against,own_goals_in_box_for,own_goals_outside_box_against,own_goals_outside_box_for,take_ons_against,take_ons_for,take_ons_won_against,take_ons_won_for,aerials_against,aerials_for,aerials_won_against,aerials_won_for,ground_duels_against,ground_duels_for,ground_duels_won_against,ground_duels_won_for,duels_contested_against,duels_contested_for,duels_won_against,duels_won_for,tackles_against,tackles_for,interceptions_against,interceptions_for,clearances_against,clearances_for,ball_recoveries_against,ball_recoveries_for,blocked_passes_against,blocked_passes_for,fouls_committed_against,fouls_committed_for,fouls_won_against,fouls_won_for,possession_lost_against,possession_lost_for,pass_accuracy_pct_for,cross_accuracy_pct_for,long_pass_accuracy_pct_for,shooting_accuracy_pct_for,conversion_pct_for,take_on_success_pct_for,aerial_success_pct_for,ground_duel_success_pct_for,duel_success_pct_for,pass_accuracy_pct_against,cross_accuracy_pct_against,long_pass_accuracy_pct_against,shooting_accuracy_pct_against,conversion_pct_against,take_on_success_pct_against,aerial_success_pct_against,ground_duel_success_pct_against,duel_success_pct_against,rank_possession_pct,rank_touches_against,rank_touches_for,rank_touches_opp_box_against,rank_touches_opp_box_for,rank_passes_attempted_against,rank_passes_attempted_for,rank_passes_completed_against,rank_passes_completed_for,rank_open_play_passes_against,rank_open_play_passes_for,rank_passes_forward_against,rank_passes_forward_for,rank_passes_backward_against,rank_passes_backward_for,rank_passes_sideways_against,rank_passes_sideways_for,rank_passes_opp_half_against,rank_passes_opp_half_for,rank_passes_own_half_against,rank_passes_own_half_for,rank_crosses_attempted_against,rank_crosses_attempted_for,rank_crosses_completed_against,rank_crosses_completed_for,rank_long_passes_attempted_against,rank_long_passes_attempted_for,rank_long_passes_completed_against,rank_long_passes_completed_for,rank_through_balls_against,rank_through_balls_for,rank_corners_against,rank_corners_for,rank_chances_created_against,rank_chances_created_for,rank_assists_against,rank_assists_for,rank_shots_against,rank_shots_for,rank_shots_on_target_against,rank_shots_on_target_for,rank_shots_off_target_against,rank_shots_off_target_for,rank_shots_blocked_against,rank_shots_blocked_for,rank_shots_in_box_against,rank_shots_in_box_for,rank_shots_outside_box_against,rank_shots_outside_box_for,rank_shots_on_target_in_box_against,rank_shots_on_target_in_box_for,rank_shots_on_target_outside_box_against,rank_shots_on_target_outside_box_for,rank_goals_against,rank_goals_for,rank_goals_in_box_against,rank_goals_in_box_for,rank_goals_outside_box_against,rank_goals_outside_box_for,rank_goals_from_shots_against,rank_goals_from_shots_for,rank_own_goals_against,rank_own_goals_for,rank_own_goals_in_box_against,rank_own_goals_in_box_for,rank_own_goals_outside_box_against,rank_own_goals_outside_box_for,rank_take_ons_against,rank_take_ons_for,rank_take_ons_won_against,rank_take_ons_won_for,rank_aerials_against,rank_aerials_for,rank_aerials_won_against,rank_aerials_won_for,rank_ground_duels_against,rank_ground_duels_for,rank_ground_duels_won_against,rank_ground_duels_won_for,rank_duels_contested_against,rank_duels_contested_for,rank_duels_won_against,rank_duels_won_for,rank_tackles_against,rank_tackles_for,rank_interceptions_against,rank_interceptions_for,rank_clearances_against,rank_clearances_for,rank_ball_recoveries_against,rank_ball_recoveries_for,rank_blocked_passes_against,rank_blocked_passes_for,rank_fouls_committed_against,rank_fouls_committed_for,rank_fouls_won_against,rank_fouls_won_for,rank_possession_lost_against,rank_possession_lost_for,rank_pass_accuracy_pct_for,rank_cross_accuracy_pct_for,rank_long_pass_accuracy_pct_for,rank_shooting_accuracy_pct_for,rank_conversion_pct_for,rank_take_on_success_pct_for,rank_aerial_success_pct_for,rank_ground_duel_success_pct_for,rank_duel_success_pct_for,rank_pass_accuracy_pct_against,rank_cross_accuracy_pct_against,rank_long_pass_accuracy_pct_against,rank_shooting_accuracy_pct_against,rank_conversion_pct_against,rank_take_on_success_pct_against,rank_aerial_success_pct_against,rank_ground_duel_success_pct_against,rank_duel_success_pct_against
Man Utd,+1,5,52.52,254,281,23,11,188,211,150,176,167,199,91,95,43,55,54,61,82,92,68,84,5,0,0,0,25,25,8,9,1,1,4,1,9,1,7,1,13,5,5,1,3,2,5,2,10,2,3,3,3,1,2,0,2,1,1,1,1,0,2,1,0,0,0,0,0,0,8,6,4,3,14,14,6,8,22,21,6,8,36,35,12,16,5,9,7,4,5,18,21,17,1,3,3,5,5,3,51,44,83.41,,36.0,20.0,20.0,50.0,57.14,38.1,45.71,79.79,0.0,32.0,38.46,15.38,50.0,42.86,27.27,33.33,2.0,15.0,13.0,9.0,12.0,16.0,11.0,18.0,11.0,18.0,11.0,15.0,13.0,14.0,10.0,18.0,12.0,17.0,9.0,18.0,12.0,16.0,18.0,18.0,12.0,16.0,15.0,17.0,14.0,9.0,9.0,10.0,15.0,7.0,18.0,6.0,18.0,9.0,15.0,8.0,16.0,10.0,12.0,5.0,11.0,7.0,16.0,12.0,10.0,10.0,16.0,4.0,9.0,7.0,7.0,8.0,7.0,1.0,4.0,7.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,13.0,15.0,11.0,13.0,15.0,15.0,13.0,17.0,12.0,12.0,14.0,13.0,12.0,12.0,15.0,15.0,11.0,12.0,6.0,14.0,15.0,15.0,13.0,12.0,16.0,16.0,15.0,13.0,13.0,15.0,16.0,14.0,2.0,,14.0,15.0,3.0,7.0,9.0,8.0,5.0,10.0,18.0,19.0,7.0,6.0,5.0,11.0,13.0,14.0
Newcastle,+1,5,45.02,866,709,51,21,645,452,507,344,580,387,323,208,123,107,199,137,312,136,195,208,33,8,5,2,88,82,42,27,0,2,12,4,21,9,11,5,40,17,8,5,11,7,21,5,20,9,20,8,5,4,3,1,2,2,1,2,1,0,2,2,0,0,0,0,0,0,27,21,11,6,41,41,23,18,74,67,26,14,115,108,49,32,29,20,8,6,21,77,57,40,3,9,16,19,19,16,190,159,76.11,25.0,32.93,29.41,11.76,28.57,43.9,20.9,29.63,78.6,15.15,47.73,20.0,5.0,40.74,56.1,35.14,42.61,8.0,4.0,5.0,2.0,8.0,4.0,6.0,4.0,6.0,4.0,6.0,4.0,6.0,6.0,6.0,4.0,6.0,3.0,7.0,8.0,6.0,1.0,6.0,3.0,6.0,4.0,4.0,4.0,7.0,14.0,6.0,2.0,6.0,1.0,7.0,3.0,9.0,1.0,5.0,4.0,5.0,2.0,5.0,1.0,7.0,1.0,7.0,1.0,2.0,4.0,4.0,3.0,3.0,7.0,4.0,8.0,2.0,1.0,4.0,7.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,7.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,9.0,4.0,5.0,3.0,8.0,3.0,6.0,5.0,9.0,8.0,1.0,3.0,7.0,10.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,14.0,3.0,15.0,11.0,11.0,16.0,16.0,18.0,19.0,16.0,11.0,6.0,16.0,12.0,10.0,4.0,6.0,5.0
Nottingham Forest,+1,5,40.07,694,464,25,24,548,288,460,220,497,253,245,149,123,58,180,81,263,80,197,140,18,5,5,3,47,62,27,31,1,3,4,3,11,10,10,8,13,12,6,1,3,8,4,3,11,8,2,4,5,1,1,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,25,20,4,7,19,19,7,12,58,55,13,21,77,74,20,33,17,24,7,8,15,35,34,39,10,11,7,14,14,7,131,104,76.39,60.0,50.0,8.33,0.0,35.0,63.16,38.18,44.59,83.94,27.78,57.45,46.15,23.08,16.0,36.84,22.41,25.97,13.0,7.0,8.0,8.0,7.0,7.0,9.0,6.0,9.0,7.0,9.0,7.0,8.0,6.0,9.0,7.0,9.0,6.0,10.0,7.0,9.0,8.0,10.0,3.0,4.0,11.0,8.0,7.0,5.0,9.0,2.0,10.0,7.0,6.0,6.0,4.0,4.0,9.0,7.0,7.0,16.0,10.0,3.0,9.0,8.0,6.0,9.0,15.0,7.0,4.0,16.0,8.0,9.0,2.0,14.0,1.0,14.0,7.0,4.0,2.0,13.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,5.0,11.0,4.0,11.0,11.0,12.0,10.0,6.0,7.0,8.0,4.0,7.0,7.0,11.0,6.0,7.0,2.0,6.0,6.0,10.0,6.0,8.0,8.0,3.0,3.0,10.0,5.0,5.0,10.0,8.0,8.0,13.0,1.0,4.0,18.0,13.0,14.0,4.0,7.0,8.0,5.0,6.0,3.0,3.0,2.0,18.0,16.0,18.0,18.0
Sunderland,+1,5,30.13,211,91,18,2,183,47,155,33,175,44,72,26,43,8,68,13,104,11,51,22,9,1,1,0,15,10,5,4,0,1,2,0,3,2,2,2,6,2,0,2,1,0,5,0,5,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,0,9,9,3,6,10,10,3,2,19,19,6,8,2,5,2,1,1,18,7,7,1,1,2,0,0,2,35,18,70.21,0.0,40.0,100.0,0.0,0.0,66.67,20.0,42.11,84.7,11.11,33.33,0.0,0.0,42.86,33.33,30.0,31.58,19.0,19.0,19.0,13.0,18.0,17.0,19.0,17.0,19.0,16.0,19.0,18.0,19.0,14.0,19.0,15.0,18.0,14.0,19.0,19.0,19.0,14.0,15.0,15.0,12.0,18.0,19.0,19.0,19.0,14.0,9.0,15.0,16.0,16.0,16.0,17.0,14.0,16.0,17.0,17.0,11.0,19.0,17.0,5.0,17.0,13.0,16.0,17.0,17.0,17.0,8.0,12.0,9.0,13.0,14.0,13.0,14.0,7.0,4.0,13.0,13.0,2.0,1.0,2.0,1.0,1.0,1.0,16.0,18.0,16.0,19.0,18.0,18.0,17.0,18.0,19.0,19.0,18.0,19.0,19.0,19.0,18.0,18.0,17.0,16.0,13.0,19.0,18.0,15.0,18.0,19.0,16.0,19.0,18.0,19.0,19.0,18.0,18.0,19.0,16.0,12.0,13.0,1.0,13.0,19.0,3.0,19.0,11.0,3.0,15.0,18.0,17.0,13.0,8.0,17.0,12.0,15.0
Tottenham,+1,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,18.0,18.0,12.0,20.0,20.0,20.0,20.0,14.0,14.0,20.0,16.0,20.0,20.0,20.0,20.0,20.0,20.0,17.0,19.0,20.0,17.0,19.0,17.0,20.0,20.0,18.0,17.0,17.0,18.0,12.0,9.0,13.0,14.0,13.0,14.0,7.0,4.0,13.0,13.0,2.0,1.0,2.0,1.0,1.0,1.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,19.0,20.0,20.0,19.0,19.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,
Arsenal,+2 or better,5,61.96,369,601,3,25,281,503,214,449,260,475,128,188,71,108,82,207,114,262,100,187,5,12,1,0,51,31,22,18,1,1,1,6,2,11,1,6,3,14,1,3,2,4,0,7,1,5,2,9,1,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,8,9,2,4,15,15,10,5,17,18,4,8,32,33,14,13,4,6,9,3,26,23,30,30,4,5,10,8,8,10,79,69,89.26,0.0,58.06,21.43,7.14,44.44,33.33,44.44,39.39,76.16,20.0,43.14,33.33,0.0,25.0,66.67,23.53,43.75,2.0,8.0,4.0,11.0,3.0,9.0,2.0,9.0,2.0,9.0,2.0,8.0,4.0,8.0,4.0,10.0,2.0,9.0,2.0,9.0,5.0,11.0,2.0,8.0,11.0,4.0,8.0,5.0,6.0,5.0,5.0,9.0,2.0,11.0,3.0,10.0,4.0,11.0,3.0,11.0,5.0,8.0,3.0,10.0,1.0,11.0,5.0,8.0,2.0,8.0,9.0,9.0,2.0,8.0,5.0,8.0,4.0,1.0,4.0,8.0,5.0,1.0,3.0,1.0,3.0,1.0,1.0,10.0,9.0,9.0,6.0,8.0,8.0,4.0,9.0,12.0,12.0,12.0,9.0,11.0,10.0,9.0,10.0,11.0,11.0,2.0,11.0,2.0,6.0,6.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,8.0,7.0,3.0,11.0,2.0,11.0,8.0,4.0,11.0,1.0,7.0,11.0,5.0,8.0,8.0,8.0,9.0,1.0,11.0,2.0
Aston Villa,+2 or better,5,38.2,254,157,13,3,198,100,167,84,186,93,78,47,36,26,84,27,95,29,72,55,7,1,2,0,9,17,3,7,0,0,3,0,6,1,4,0,9,2,3,1,5,0,1,1,5,1,4,1,2,0,1,1,2,1,2,0,0,1,2,1,0,0,0,0,0,0,11,8,7,4,3,3,1,2,30,29,12,7,33,32,13,9,12,5,2,6,3,11,17,12,0,2,2,7,7,2,41,31,84.0,0.0,41.18,50.0,50.0,50.0,66.67,24.14,28.12,84.34,28.57,33.33,33.33,22.22,63.64,33.33,40.0,39.39,9.0,10.0,12.0,8.0,11.0,10.0,12.0,10.0,12.0,10.0,12.0,11.0,12.0,12.0,11.0,9.0,12.0,10.0,11.0,12.0,12.0,10.0,12.0,6.0,11.0,12.0,11.0,12.0,12.0,9.0,8.0,8.0,10.0,6.0,12.0,6.0,11.0,6.0,12.0,6.0,11.0,4.0,12.0,7.0,8.0,5.0,11.0,3.0,10.0,4.0,11.0,4.0,4.0,2.0,5.0,2.0,8.0,1.0,2.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,1.0,7.0,11.0,3.0,6.0,12.0,12.0,12.0,11.0,7.0,7.0,6.0,10.0,10.0,11.0,10.0,11.0,8.0,12.0,9.0,6.0,12.0,10.0,10.0,12.0,11.0,10.0,10.0,5.0,5.0,10.0,11.0,12.0,7.0,11.0,8.0,3.0,1.0,2.0,4.0,11.0,12.0,6.0,3.0,12.0,8.0,3.0,1.0,9.0,3.0,6.0
Bournemouth,+2 or better,5,0.0,8,0,1,0,7,0,7,0,7,0,2,0,3,0,2,0,1,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,100.0,,100.0,100.0,100.0,,,,,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,13.0,11.0,11.0,13.0,13.0,13.0,13.0,9.0,8.0,12.0,10.0,13.0,13.0,13.0,11.0,13.0,13.0,11.0,12.0,13.0,12.0,10.0,13.0,11.0,12.0,13.0,13.0,8.0,11.0,9.0,8.0,4.0,9.0,4.0,8.0,1.0,4.0,3.0,9.0,1.0,3.0,1.0,3.0,1.0,1.0,13.0,13.0,13.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,
Brentford,+2 or better,5,35.38,663,363,19,30,529,236,459,170,494,207,193,116,120,43,216,77,280,62,179,108,11,10,3,3,33,45,15,20,0,1,4,6,6,13,4,12,8,19,4,6,3,8,1,5,5,16,3,3,3,6,1,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,26,15,13,5,27,27,13,14,52,48,23,13,79,75,36,27,14,14,2,10,18,16,26,39,4,8,9,14,14,9,100,95,72.03,30.0,44.44,31.58,10.53,33.33,51.85,27.08,36.0,86.77,27.27,45.45,50.0,0.0,50.0,48.15,44.23,45.57,10.0,3.0,7.0,5.0,2.0,3.0,8.0,2.0,8.0,2.0,8.0,6.0,7.0,3.0,8.0,1.0,7.0,1.0,8.0,4.0,8.0,5.0,3.0,4.0,2.0,8.0,6.0,7.0,4.0,9.0,5.0,4.0,2.0,6.0,2.0,6.0,2.0,7.0,2.0,4.0,2.0,7.0,2.0,7.0,2.0,5.0,2.0,5.0,5.0,2.0,2.0,4.0,8.0,8.0,2.0,8.0,2.0,1.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,9.0,2.0,5.0,8.0,8.0,2.0,3.0,3.0,6.0,2.0,2.0,6.0,5.0,4.0,10.0,6.0,7.0,8.0,6.0,8.0,7.0,10.0,9.0,2.0,4.0,7.0,3.0,8.0,2.0,5.0,1.0,1.0
Brighton,+2 or better,5,61.22,835,1318,32,59,577,1061,438,931,492,1006,264,401,135,237,178,423,182,523,256,408,9,24,0,5,113,91,53,46,1,4,8,8,11,23,9,13,13,37,3,11,7,21,3,5,10,24,3,13,2,9,1,2,0,6,0,4,0,2,0,6,0,0,0,0,0,0,28,19,10,5,67,67,36,31,78,78,24,26,145,145,60,57,24,35,14,14,38,45,41,72,12,13,19,20,20,19,209,182,87.75,20.83,50.55,29.73,16.22,26.32,46.27,33.33,39.31,75.91,0.0,46.9,23.08,0.0,35.71,53.73,30.77,41.38,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,8.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,5.0,1.0,4.0,1.0,4.0,2.0,8.0,1.0,8.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,5.0,9.0,4.0,10.0,10.0,8.0,8.0,12.0,11.0,5.0,12.0,8.0,6.0,3.0,8.0,5.0
Chelsea,+2 or better,5,31.7,668,310,24,17,577,197,493,130,540,160,240,109,135,31,202,57,236,53,257,77,14,3,5,1,70,50,35,19,3,0,5,2,8,9,7,7,15,12,7,3,7,4,1,5,14,10,1,2,7,2,0,1,4,1,4,1,0,0,3,1,0,1,0,1,0,0,6,9,3,4,27,27,13,14,27,28,10,10,54,55,23,24,9,10,7,9,11,33,32,17,2,2,11,6,6,11,101,84,65.99,33.33,38.0,25.0,8.33,44.44,51.85,35.71,43.64,85.44,35.71,50.0,46.67,20.0,50.0,48.15,37.04,42.59,12.0,2.0,9.0,4.0,4.0,1.0,9.0,1.0,9.0,1.0,9.0,2.0,8.0,1.0,9.0,2.0,10.0,3.0,10.0,1.0,9.0,3.0,9.0,1.0,6.0,2.0,4.0,3.0,5.0,1.0,8.0,2.0,7.0,5.0,4.0,3.0,3.0,1.0,5.0,1.0,5.0,1.0,3.0,7.0,2.0,1.0,3.0,10.0,7.0,1.0,5.0,9.0,4.0,1.0,5.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,9.0,8.0,6.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,7.0,6.0,5.0,4.0,5.0,9.0,7.0,4.0,3.0,6.0,3.0,3.0,11.0,10.0,10.0,2.0,7.0,7.0,2.0,4.0,5.0,12.0,3.0,10.0,10.0,7.0,4.0,7.0,6.0,3.0,4.0,1.0,4.0,5.0,4.0,2.0,5.0,6.0,4.0
Coventry,+2 or better,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,12.0,13.0,11.0,11.0,14.0,13.0,14.0,13.0,9.0,8.0,12.0,10.0,14.0,13.0,13.0,11.0,14.0,13.0,14.0,12.0,13.0,12.0,10.0,13.0,14.0,12.0,13.0,13.0,14.0,11.0,9.0,8.0,8.0,9.0,8.0,8.0,1.0,4.0,8.0,9.0,1.0,3.0,1.0,3.0,1.0,1.0,13.0,13.0,13.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,
Crystal Palace,+2 or better,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,12.0,13.0,11.0,11.0,14.0,13.0,14.0,13.0,9.0,8.0,12.0,10.0,14.0,13.0,13.0,11.0,14.0,13.0,14.0,12.0,13.0,12.0,10.0,13.0,14.0,12.0,13.0,13.0,14.0,11.0,9.0,8.0,8.0,9.0,8.0,8.0,1.0,4.0,8.0,9.0,1.0,3.0,1.0,3.0,1.0,1.0,13.0,13.0,13.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,
Everton,+2 or better,5,40.17,356,239,6,13,286,157,247,123,272,141,108,73,48,25,130,59,143,54,104,69,10,3,2,1,17,25,5,13,2,0,0,0,5,3,1,2,5,5,2,2,1,1,2,2,3,4,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,1,0,11,11,2,9,25,28,10,5,36,39,12,14,14,9,5,2,10,12,18,22,4,4,7,3,3,7,54,60,78.34,33.33,52.0,40.0,0.0,0.0,81.82,17.86,35.9,86.36,20.0,29.41,40.0,0.0,25.0,18.18,40.0,33.33,8.0,9.0,11.0,10.0,7.0,8.0,10.0,8.0,10.0,8.0,10.0,9.0,11.0,9.0,12.0,6.0,9.0,6.0,9.0,8.0,11.0,6.0,9.0,6.0,6.0,10.0,9.0,10.0,8.0,2.0,8.0,12.0,10.0,8.0,8.0,10.0,8.0,10.0,9.0,9.0,9.0,11.0,9.0,5.0,6.0,10.0,8.0,8.0,10.0,8.0,5.0,4.0,8.0,8.0,9.0,8.0,8.0,1.0,4.0,8.0,9.0,1.0,3.0,1.0,3.0,1.0,1.0,12.0,7.0,12.0,12.0,9.0,9.0,10.0,7.0,9.0,8.0,8.0,12.0,9.0,9.0,11.0,9.0,4.0,9.0,6.0,12.0,7.0,9.0,9.0,8.0,3.0,6.0,7.0,11.0,11.0,7.0,10.0,10.0,9.0,3.0,4.0,5.0,9.0,12.0,1.0,12.0,10.0,3.0,5.0,13.0,6.0,8.0,9.0,12.0,3.0,11.0
Fulham,+2 or better,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,12.0,13.0,11.0,11.0,14.0,13.0,14.0,13.0,9.0,8.0,12.0,10.0,14.0,13.0,13.0,11.0,14.0,13.0,14.0,12.0,13.0,12.0,10.0,13.0,14.0,12.0,13.0,13.0,14.0,11.0,9.0,8.0,8.0,9.0,8.0,8.0,1.0,4.0,8.0,9.0,1.0,3.0,1.0,3.0,1.0,1.0,13.0,13.0,13.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,
Hull,+2 or better,5,32.31,551,263,28,3,484,157,405,105,452,139,197,90,95,30,192,37,275,28,130,77,24,5,4,2,41,46,19,9,2,0,5,0,15,3,9,0,15,3,3,0,6,2,6,1,10,0,5,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,4,3,18,18,9,9,23,25,7,9,41,43,16,18,4,12,2,4,6,39,32,21,0,4,2,6,6,2,97,66,66.88,40.0,19.57,0.0,0.0,50.0,50.0,36.0,41.86,83.68,16.67,46.34,20.0,0.0,30.77,50.0,30.43,39.02,11.0,5.0,10.0,2.0,11.0,4.0,10.0,4.0,11.0,4.0,11.0,4.0,10.0,5.0,10.0,3.0,11.0,2.0,12.0,6.0,9.0,1.0,7.0,2.0,3.0,6.0,5.0,6.0,11.0,2.0,8.0,2.0,10.0,1.0,8.0,1.0,11.0,1.0,11.0,6.0,12.0,3.0,8.0,1.0,8.0,2.0,12.0,2.0,5.0,8.0,11.0,3.0,8.0,8.0,9.0,8.0,8.0,1.0,4.0,8.0,9.0,1.0,3.0,1.0,3.0,1.0,1.0,5.0,12.0,7.0,10.0,7.0,7.0,5.0,7.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,11.0,5.0,9.0,10.0,10.0,2.0,3.0,9.0,11.0,6.0,10.0,7.0,7.0,10.0,6.0,8.0,11.0,2.0,12.0,12.0,9.0,2.0,9.0,5.0,6.0,7.0,8.0,6.0,13.0,8.0,8.0,4.0,9.0,7.0
