team,split_type,match_id,side,split_value,touches,touches_opp_box,passes_attempted,passes_completed,open_play_passes,passes_forward,passes_backward,passes_sideways,passes_opp_half,passes_own_half,crosses_attempted,crosses_completed,crosses_all,crosses_all_completed,long_passes_attempted,long_passes_completed,through_balls,passes_final_third,passes_final_third_completed,passes_into_final_third,progressive_passes,passes_outside_own_third,corners,chances_created,assists,shots,shots_on_target,shots_off_target,shots_blocked,shots_in_box,shots_outside_box,shots_on_target_in_box,shots_on_target_outside_box,goals,goals_in_box,goals_outside_box,goals_from_shots,own_goals,own_goals_in_box,own_goals_outside_box,take_ons,take_ons_won,aerials,aerials_won,ground_duels,ground_duels_won,duels_contested,duels_won,smothers,tackles,interceptions,clearances,ball_recoveries,blocked_passes,pressing_actions,recovery_actions,pressing_actions_outside_own_third,missed_tackles,fouls_committed,fouls_won,possession_lost,sequences,sequence_passes,sequence_seconds,sequence_progress_m,sequence_length_m,sequence_start_x_m,build_up_attacks,direct_attacks,high_turnovers,high_turnover_shots,sequence_pressed,shot_ending_sequences
Coventry,time_block,1983587,for,16-30,88,2,58,50,56,26,20,12,19,31,5,1,6,1,9,4,0,9,9,6,10,37,0,1,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,10,2,10,3,20,5,0,2,2,1,6,1,9,7,5,2,2,1,12,29.0,62.0,136.0,266.385,804.397892210683,1493.31,1.0,1.0,8.0,1.0,2.0,2.0
Coventry,time_block,1983587,for,31-45,68,0,37,21,29,21,9,7,4,17,2,0,2,0,12,6,0,7,3,3,3,25,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,4,10,6,19,10,0,2,5,5,8,1,12,13,7,2,2,4,19,26.0,39.0,66.0,54.705000000000005,440.25271809665645,1243.83,0.0,0.0,7.0,1.0,2.0,1.0
Coventry,time_block,1983587,for,46-60,80,5,46,37,43,25,9,12,17,20,1,0,3,2,6,3,0,4,1,7,6,34,1,3,1,3,2,1,0,3,0,2,0,1,1,0,1,0,0,0,5,4,8,5,11,7,19,12,0,1,0,9,6,3,6,15,5,0,2,2,13,27.0,52.0,105.0,188.47500000000002,642.5917987468654,1400.385,0.0,1.0,5.0,2.0,2.0,3.0
Coventry,time_block,1983587,for,61-75,71,1,39,25,37,21,10,8,3,22,0,0,0,0,10,3,0,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,11,4,14,7,0,2,4,7,7,1,11,14,3,2,2,0,19,27.0,45.0,65.0,91.98,441.5673037602386,977.76,0.0,0.0,4.0,0.0,11.0,0.0
Coventry,time_block,1983587,for,76+,53,1,20,8,14,15,2,3,3,5,0,0,1,1,12,4,0,2,1,2,2,7,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,8,4,11,5,19,9,0,2,1,13,5,0,7,18,4,3,1,3,16,23.0,22.0,22.0,27.614999999999995,99.4784115118671,837.795,0.0,0.0,2.0,0.0,5.0,1.0
Coventry,game_state,1983587,against,-2 or worse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coventry,game_state,1983587,against,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coventry,game_state,1983587,against,Level,393,20,259,212,248,110,63,86,91,121,11,3,15,5,38,20,1,66,55,11,33,173,3,10,6,16,2,6,8,7,9,0,2,0,0,0,0,0,0,0,12,5,30,17,41,17,71,34,0,5,2,25,22,8,27,47,20,4,8,7,64,112.0,293.0,713.0,762.825,4333.427539147019,5712.42,1.0,1.0,31.0,11.0,16.0,16.0
Coventry,game_state,1983587,against,+1,323,12,249,215,243,117,49,83,140,75,14,4,17,5,19,8,3,94,78,32,49,209,3,6,4,8,0,3,5,5,3,0,0,0,0,0,0,0,0,0,8,5,15,6,25,12,40,18,0,4,1,4,17,1,14,21,10,4,4,3,47,85.0,277.0,686.0,1134.735,3952.866644718578,4466.49,0.0,2.0,26.0,6.0,15.0,8.0
Coventry,game_state,1983587,against,+2 or better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coventry,game_state,1983587,for,-2 or worse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coventry,game_state,1983587,for,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coventry,game_state,1983587,for,Level,362,10,244,199,231,108,71,65,77,122,9,1,12,3,38,18,0,40,32,18,25,166,2,6,3,8,3,4,1,3,5,2,1,1,1,0,1,0,0,0,9,4,30,13,39,20,69,33,0,8,10,18,23,5,35,41,23,5,7,8,58,105.0,266.0,614.0,518.28,3478.5744396029327,5201.595,1.0,2.0,25.0,5.0,10.0,8.0
Coventry,game_state,1983587,for,+1,141,3,67,37,58,41,13,13,9,28,0,0,2,2,23,7,0,7,2,6,3,31,0,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,8,4,15,9,25,12,40,21,0,4,5,22,15,2,19,37,8,5,3,4,39,61.0,77.0,89.0,120.75,559.8387786364992,2443.665,0.0,0.0,9.0,1.0,16.0,2.0
Coventry,game_state,1983587,for,+2 or better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coventry,total,1983587,against,Season,716,32,508,427,491,227,112,169,231,196,25,7,32,10,57,28,4,160,133,43,82,382,6,16,10,24,2,9,13,12,12,0,2,0,0,0,0,0,0,0,20,10,45,23,66,29,111,52,0,9,3,29,39,9,41,68,30,8,12,10,111,197.0,570.0,1399.0,1897.56,8286.294183865597,10178.91,1.0,3.0,57.0,17.0,31.0,24.0
Coventry,total,1983587,for,Season,503,13,311,236,289,149,84,78,86,150,9,1,14,5,61,25,0,47,34,24,28,197,2,8,5,10,3,6,1,5,5,2,1,1,1,0,1,0,0,0,17,8,45,22,64,32,109,54,0,12,15,40,38,7,54,78,31,10,10,12,97,166.0,343.0,703.0,639.03,4038.413218239432,7645.26,1.0,2.0,34.0,6.0,26.0,10.0
Nottingham Forest,time_block,1983587,against,0-15,143,4,111,95,110,41,34,36,40,55,1,0,2,1,12,5,0,22,20,3,7,77,0,3,2,3,1,2,0,0,3,0,1,0,0,0,0,0,0,0,4,2,7,4,11,7,18,11,0,3,3,5,6,1,9,11,7,1,1,2,18,34.0,123.0,309.0,9.870000000000005,1610.1250939131212,1692.18,0.0,0.0,8.0,2.0,4.0,3.0
Nottingham Forest,time_block,1983587,against,16-30,88,2,58,50,56,26,20,12,19,31,5,1,6,1,9,4,0,9,9,6,10,37,0,1,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,10,2,10,3,20,5,0,2,2,1,6,1,9,7,5,2,2,1,12,29.0,62.0,136.0,266.385,804.397892210683,1493.31,1.0,1.0,8.0,1.0,2.0,2.0
Nottingham Forest,time_block,1983587,against,31-45,68,0,37,21,29,21,9,7,4,17,2,0,2,0,12,6,0,7,3,3,3,25,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,4,10,6,19,10,0,2,5,5,8,1,12,13,7,2,2,4,19,26.0,39.0,66.0,54.705000000000005,440.25271809665645,1243.83,0.0,0.0,7.0,1.0,2.0,1.0
Nottingham Forest,time_block,1983587,against,46-60,80,5,46,37,43,25,9,12,17,20,1,0,3,2,6,3,0,4,1,7,6,34,1,3,1,3,2,1,0,3,0,2,0,1,1,0,1,0,0,0,5,4,8,5,11,7,19,12,0,1,0,9,6,3,6,15,5,0,2,2,13,27.0,52.0,105.0,188.47500000000002,642.5917987468654,1400.385,0.0,1.0,5.0,2.0,2.0,3.0
Nottingham Forest,time_block,1983587,against,61-75,71,1,39,25,37,21,10,8,3,22,0,0,0,0,10,3,0,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,11,4,14,7,0,2,4,7,7,1,11,14,3,2,2,0,19,27.0,45.0,65.0,91.98,441.5673037602386,977.76,0.0,0.0,4.0,0.0,11.0,0.0
Nottingham Forest,time_block,1983587,against,76+,53,1,20,8,14,15,2,3,3,5,0,0,1,1,12,4,0,2,1,2,2,7,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,8,4,11,5,19,9,0,2,1,13,5,0,7,18,4,3,1,3,16,23.0,22.0,22.0,27.614999999999995,99.4784115118671,837.795,0.0,0.0,2.0,0.0,5.0,1.0
Nottingham Forest,time_block,1983587,for,0-15,116,4,76,64,74,33,21,22,27,37,5,1,5,1,8,3,0,16,14,5,12,54,0,2,2,3,1,1,1,1,2,0,1,0,0,0,0,0,0,0,5,1,7,3,13,3,20,6,0,1,1,7,5,3,9,12,8,2,2,1,19,30.0,88.0,208.0,217.56,1295.3287606125036,1469.685,0.0,0.0,8.0,2.0,2.0,3.0
Nottingham Forest,time_block,1983587,for,16-30,98,0,65,53,61,23,16,26,13,40,0,0,0,0,10,6,1,7,4,2,2,38,0,3,0,3,1,1,1,0,3,0,1,0,0,0,0,0,0,0,3,2,10,8,9,6,19,14,0,2,1,12,7,2,6,19,2,0,1,2,14,27.0,70.0,180.0,101.95500000000001,1037.4837535940403,1066.065,0.0,0.0,5.0,1.0,8.0,3.0
Nottingham Forest,time_block,1983587,for,31-45,129,11,88,74,85,37,20,31,41,33,4,2,5,3,13,8,0,35,31,2,14,63,1,5,4,9,0,4,5,5,4,0,0,0,0,0,0,0,0,0,4,2,9,5,11,4,20,9,0,0,0,3,8,3,7,11,7,0,4,2,20,38.0,98.0,235.0,284.76,1488.595329346173,2189.565,1.0,1.0,13.0,7.0,4.0,9.0
Nottingham Forest,time_block,1983587,for,46-60,69,6,46,32,43,25,9,12,17,15,2,0,6,2,12,4,0,11,8,4,8,27,3,1,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,4,19,7,0,2,0,3,5,0,8,8,5,4,2,2,17,25.0,54.0,128.0,229.005,741.134548200976,1327.2,0.0,0.0,6.0,2.0,5.0,2.0
Nottingham Forest,time_block,1983587,for,61-75,160,6,122,106,119,50,27,45,70,36,6,1,7,1,6,3,3,52,43,13,22,108,1,2,2,3,0,1,2,2,1,0,0,0,0,0,0,0,0,0,3,2,3,0,12,7,15,7,0,3,1,2,9,1,7,11,6,2,0,2,22,38.0,135.0,349.0,448.455,1933.6049366394402,2091.495,0.0,1.0,13.0,2.0,4.0,3.0
Nottingham Forest,time_block,1983587,for,76+,144,5,111,98,109,59,19,33,63,35,8,3,9,3,8,4,0,39,33,17,24,92,1,3,1,4,0,1,3,2,2,0,0,0,0,0,0,0,0,0,5,3,8,4,10,5,18,9,0,1,0,2,5,0,4,7,2,0,3,1,19,39.0,125.0,299.0,615.825,1790.1468554724638,2034.8999999999999,0.0,1.0,12.0,3.0,8.0,4.0
Nottingham Forest,game_state,1983587,against,-2 or worse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottingham Forest,game_state,1983587,against,-1,141,3,67,37,58,41,13,13,9,28,0,0,2,2,23,7,0,7,2,6,3,31,0,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,8,4,15,9,25,12,40,21,0,4,5,22,15,2,19,37,8,5,3,4,39,61.0,77.0,89.0,120.75,559.8387786364992,2443.665,0.0,0.0,9.0,1.0,16.0,2.0
Nottingham Forest,game_state,1983587,against,Level,362,10,244,199,231,108,71,65,77,122,9,1,12,3,38,18,0,40,32,18,25,166,2,6,3,8,3,4,1,3,5,2,1,1,1,0,1,0,0,0,9,4,30,13,39,20,69,33,0,8,10,18,23,5,35,41,23,5,7,8,58,105.0,266.0,614.0,518.28,3478.5744396029327,5201.595,1.0,2.0,25.0,5.0,10.0,8.0
Nottingham Forest,game_state,1983587,against,+1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottingham Forest,game_state,1983587,against,+2 or better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottingham Forest,game_state,1983587,for,-2 or worse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottingham Forest,game_state,1983587,for,-1,323,12,249,215,243,117,49,83,140,75,14,4,17,5,19,8,3,94,78,32,49,209,3,6,4,8,0,3,5,5,3,0,0,0,0,0,0,0,0,0,8,5,15,6,25,12,40,18,0,4,1,4,17,1,14,21,10,4,4,3,47,85.0,277.0,686.0,1134.735,3952.866644718578,4466.49,0.0,2.0,26.0,6.0,15.0,8.0
Nottingham Forest,game_state,1983587,for,Level,393,20,259,212,248,110,63,86,91,121,11,3,15,5,38,20,1,66,55,11,33,173,3,10,6,16,2,6,8,7,9,0,2,0,0,0,0,0,0,0,12,5,30,17,41,17,71,34,0,5,2,25,22,8,27,47,20,4,8,7,64,112.0,293.0,713.0,762.825,4333.427539147019,5712.42,1.0,1.0,31.0,11.0,16.0,16.0
Nottingham Forest,game_state,1983587,for,+1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottingham Forest,game_state,1983587,for,+2 or better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nottingham Forest,total,1983587,against,Season,503,13,311,236,289,149,84,78,86,150,9,1,14,5,61,25,0,47,34,24,28,197,2,8,5,10,3,6,1,5,5,2,1,1,1,0,1,0,0,0,17,8,45,22,64,32,109,54,0,12,15,40,38,7,54,78,31,10,10,12,97,166.0,343.0,703.0,639.03,4038.413218239432,7645.26,1.0,2.0,34.0,6.0,26.0,10.0
Nottingham Forest,total,1983587,for,Season,716,32,508,427,491,227,112,169,231,196,25,7,32,10,57,28,4,160,133,43,82,382,6,16,10,24,2,9,13,12,12,0,2,0,0,0,0,0,0,0,20,10,45,23,66,29,111,52,0,9,3,29,39,9,41,68,30,8,12,10,111,197.0,570.0,1399.0,1897.56,8286.294183865597,10178.91,1.0,3.0,57.0,17.0,31.0,24.0
Bournemouth,time_block,1983588,against,0-15,107,3,79,52,74,36,17,26,20,32,2,1,2,1,9,1,0,21,15,2,4,47,0,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,1,12,4,10,4,22,8,0,3,3,1,8,0,10,9,6,1,3,0,33,45.0,88.0,130.0,47.145000000000024,840.3612734281178,2202.375,0.0,0.0,12.0,2.0,8.0,2.0
Bournemouth,time_block,1983588,against,16-30,60,1,34,26,31,16,8,10,17,9,1,0,1,0,7,2,1,9,8,1,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,7,3,11,5,0,1,2,5,3,0,5,8,5,0,2,2,14,20.0,39.0,65.0,102.375,412.8062743091527,1010.415,0.0,0.0,6.0,0.0,3.0,0.0
Bournemouth,time_block,1983588,against,31-45,130,9,69,49,65,35,10,24,20,29,2,2,2,2,12,4,1,22,14,3,4,43,0,1,1,2,1,1,0,2,0,1,0,1,1,0,1,0,0,0,7,4,6,4,22,12,28,16,0,5,1,13,9,4,14,22,11,0,4,3,32,52.0,76.0,130.0,235.62000000000003,753.8331955537782,2963.625,0.0,0.0,23.0,2.0,8.0,2.0
Bournemouth,time_block,1983588,against,46-60,79,3,51,36,49,24,8,19,21,15,2,0,3,0,8,2,0,14,13,3,5,35,1,1,1,2,1,1,0,1,1,0,1,1,0,1,1,0,0,0,4,2,6,2,13,7,19,9,0,5,0,2,7,2,10,9,6,1,2,0,23,35.0,56.0,86.0,89.565,500.1773378759057,1745.52,0.0,0.0,8.0,2.0,7.0,2.0
Bournemouth,time_block,1983588,against,61-75,85,1,52,36,47,25,5,22,6,30,0,0,0,0,9,4,1,7,2,4,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,4,9,6,16,10,0,2,3,7,6,1,8,13,2,1,1,2,22,30.0,67.0,141.0,330.96,839.2394941728411,954.24,0.0,0.0,2.0,0.0,13.0,0.0
Bournemouth,time_block,1983588,against,76+,136,8,90,64,86,49,13,28,26,38,5,1,5,1,11,8,3,22,13,12,17,64,0,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,14,10,13,6,27,16,0,3,1,7,10,1,8,17,6,2,1,3,35,55.0,91.0,199.0,554.085,1058.4171936090827,2710.26,0.0,1.0,13.0,2.0,10.0,2.0
Bournemouth,time_block,1983588,for,0-15,147,1,104,85,102,48,27,29,32,53,0,0,2,1,10,4,0,8,7,4,6,65,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,12,8,10,6,22,14,0,2,5,8,11,4,12,19,7,1,0,3,26,42.0,115.0,232.0,94.18500000000002,1455.5920942022594,1923.915,0.0,0.0,5.0,0.0,9.0,1.0
Bournemouth,time_block,1983588,for,16-30,83,1,58,51,56,27,19,12,35,16,6,2,7,2,8,5,0,19,19,7,11,43,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,7,4,11,6,0,2,3,1,2,0,7,3,4,0,2,2,10,20.0,64.0,312.0,204.43499999999997,971.229683134691,907.935,0.0,0.0,3.0,0.0,4.0,1.0
Bournemouth,time_block,1983588,for,31-45,137,6,82,59,77,41,14,27,23,36,3,0,3,0,11,3,0,16,12,4,9,54,0,1,1,3,2,1,0,3,0,2,0,1,1,0,1,0,0,0,3,0,6,2,22,10,28,12,0,6,4,5,9,0,17,14,8,4,3,4,32,53.0,96.0,179.0,213.88500000000002,1090.6112928090524,2400.405,1.0,0.0,13.0,2.0,14.0,3.0
Bournemouth,time_block,1983588,for,46-60,127,6,89,77,86,35,30,24,47,30,1,0,2,1,11,3,2,27,26,8,13,72,1,5,4,5,2,3,0,4,1,1,1,1,1,0,1,0,0,0,5,1,6,4,13,6,19,10,0,3,4,7,7,0,9,14,4,2,0,2,17,31.0,95.0,223.0,199.71000000000004,1364.6725433234942,1543.185,0.0,0.0,6.0,3.0,5.0,5.0
Bournemouth,time_block,1983588,for,61-75,119,5,82,71,81,37,24,21,34,37,4,2,4,2,6,5,0,20,18,8,10,67,0,3,1,5,3,2,0,1,4,0,3,0,0,0,0,0,0,0,2,1,7,3,10,3,17,6,0,1,2,2,7,2,9,9,7,2,2,1,19,33.0,95.0,221.0,406.14,1611.9903839481065,1889.37,1.0,0.0,13.0,4.0,1.0,5.0
Bournemouth,time_block,1983588,for,76+,129,5,82,65,79,40,20,22,27,38,2,0,2,0,17,6,1,20,17,8,12,54,0,4,1,5,3,1,1,1,4,1,2,0,0,0,0,0,0,0,4,2,14,4,12,6,26,10,0,3,3,12,13,1,10,25,8,0,3,1,26,44.0,85.0,208.0,281.82,1223.8496243686018,2111.655,0.0,1.0,14.0,1.0,8.0,5.0
Bournemouth,game_state,1983588,against,-2 or worse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bournemouth,game_state,1983588,against,-1,17,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,1,0,7,0,3,5,7,2,0,1,0,4,4.0,1.0,0.0,0.0,0.0,70.35,0.0,0.0,0.0,0.0,3.0,0.0
Bournemouth,game_state,1983588,against,Level,565,22,363,256,341,179,60,124,104,152,12,4,13,4,53,21,6,92,62,24,36,231,1,4,4,6,1,4,1,5,1,1,0,1,1,0,1,0,0,0,18,8,48,26,68,35,116,61,0,17,10,28,42,5,48,70,32,5,11,10,151,226.0,405.0,723.0,1344.105,4279.893099287507,11116.035,0.0,1.0,62.0,6.0,44.0,6.0
Bournemouth,game_state,1983588,against,+1,15,3,11,7,11,5,1,5,6,1,0,0,0,0,2,0,0,3,3,1,1,8,0,1,1,2,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,3,2,4,2,0,1,0,0,1,0,2,1,2,0,1,0,4,7.0,11.0,28.0,15.645,124.9416696613716,400.04999999999995,0.0,0.0,2.0,2.0,2.0,2.0
Bournemouth,game_state,1983588,against,+2 or better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bournemouth,game_state,1983588,for,-2 or worse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bournemouth,game_state,1983588,for,-1,39,6,28,23,27,11,3,14,19,4,3,0,3,0,2,0,0,14,12,4,6,26,0,1,1,3,2,1,0,3,0,2,0,1,1,0,1,0,0,0,0,0,0,0,3,2,3,2,0,1,0,0,0,0,1,0,1,0,0,1,7,14.0,32.0,58.0,53.76,346.67203946362577,1022.0699999999999,1.0,0.0,9.0,2.0,0.0,3.0
Bournemouth,game_state,1983588,for,Level,688,18,459,378,446,213,126,120,175,203,13,4,17,6,59,26,3,95,86,34,54,324,2,14,7,17,8,7,2,7,10,2,6,1,1,0,1,0,0,0,14,5,48,22,68,32,116,54,0,16,21,33,48,7,62,81,37,8,10,11,119,204.0,508.0,1308.0,1393.77,7281.885660679315,9580.305,1.0,1.0,44.0,8.0,40.0,17.0
Bournemouth,game_state,1983588,for,+1,15,0,10,7,8,4,5,1,4,3,0,0,0,0,2,0,0,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,4,2,0,0,0,2,1,0,1,3,0,1,0,1,4,5.0,10.0,9.0,-47.35499999999999,89.38792164326448,174.09,0.0,0.0,1.0,0.0,1.0,0.0
Bournemouth,game_state,1983588,for,+2 or better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bournemouth,total,1983588,against,Season,597,25,375,263,352,185,61,129,110,153,12,4,13,4,56,21,6,95,65,25,37,239,1,5,5,8,2,5,1,6,2,1,1,2,1,1,2,0,0,0,19,9,49,26,74,38,123,64,0,19,10,35,43,8,55,78,36,5,13,10,159,237.0,417.0,751.0,1359.75,4404.834768948878,11586.435,0.0,1.0,64.0,8.0,49.0,8.0
Bournemouth,total,1983588,for,Season,742,24,497,408,481,228,134,135,198,210,16,4,20,6,63,26,3,110,99,39,61,355,2,15,8,20,10,8,2,10,10,4,6,2,2,0,2,0,0,0,15,5,49,23,74,35,123,58,0,17,21,35,49,7,64,84,38,9,10,13,130,223.0,550.0,1375.0,1400.175,7717.945621786205,10776.465,2.0,1.0,54.0,10.0,41.0,20.0
Brentford,time_block,1983588,against,0-15,147,1,104,85,102,48,27,29,32,53,0,0,2,1,10,4,0,8,7,4,6,65,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,12,8,10,6,22,14,0,2,5,8,11,4,12,19,7,1,0,3,26,42.0,115.0,232.0,94.18500000000002,1455.5920942022594,1923.915,0.0,0.0,5.0,0.0,9.0,1.0
Brentford,time_block,1983588,against,16-30,83,1,58,51,56,27,19,12,35,16,6,2,7,2,8,5,0,19,19,7,11,43,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,7,4,11,6,0,2,3,1,2,0,7,3,4,0,2,2,10,20.0,64.0,312.0,204.43499999999997,971.229683134691,907.935,0.0,0.0,3.0,0.0,4.0,1.0
Brentford,time_block,1983588,against,31-45,137,6,82,59,77,41,14,27,23,36,3,0,3,0,11,3,0,16,12,4,9,54,0,1,1,3,2,1,0,3,0,2,0,1,1,0,1,0,0,0,3,0,6,2,22,10,28,12,0,6,4,5,9,0,17,14,8,4,3,4,32,53.0,96.0,179.0,213.88500000000002,1090.6112928090524,2400.405,1.0,0.0,13.0,2.0,14.0,3.0
